duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
753,tcp,ssh,SF,12809,45963,0,3,0,9,0,0,3,0,0,9,5,1,7,2,243,428,0.3405741263510186,0.24675241714263274,0.01439921525659782,0.010866432014614569,0.6627890857936146,0.9827057126250723,0.7218541295628522,37,101,0.8561208437415604,0.5365165959945468,0.5622401088137629,0.578217116785396,0.8708575760080745,0.8417026549549346,0.2291987087002647,0.6151294673002795,1
1247,tcp,dns,REJ,38300,23911,0,4,2,11,5,1,9,0,0,17,9,1,9,0,413,453,0.2255585049499751,0.5747539057825435,0.2832334625007398,0.5919838283859564,0.36902771561775816,0.7367127580165056,0.055194558640049074,104,39,0.2936599451241887,0.5739252921647668,0.4031503724907016,0.8727279818475759,0.39408090520459116,0.7777497086036949,0.831548276324371,0.0002713912540717178,1
3685,udp,http,RSTR,45665,36157,0,1,2,15,1,0,4,0,0,10,5,1,6,2,420,291,0.6117866797402525,0.8523629537293562,0.27351545726900617,0.037858838371932824,0.5177281365627199,0.5882552852474446,0.7918781609545436,238,221,0.650863963989981,0.1947189599651008,0.8250318667798368,0.7782885488376777,0.27648688594593507,0.8993857703902691,0.4386758495609465,0.33944033979433375,1
3415,tcp,dns,S0,39313,6835,0,4,0,14,5,0,7,0,0,9,0,0,0,1,425,92,0.7266197053461526,0.5554573221565388,0.09814619975729666,0.46004137759515085,0.2659085642177704,0.47193484077481174,0.24166433283673994,129,188,0.017542864295190586,0.425044762676124,0.8613974861830077,0.12294593769415296,0.7395239804938255,0.9633404037996897,0.6386462614024139,0.47306780215690614,1
4010,icmp,dns,S0,16855,47954,0,0,0,1,1,0,4,0,0,10,6,3,9,0,137,453,0.05867074119130666,0.9265176282038471,0.2269949678366857,0.3702027285109505,0.36740160682998446,0.6460078350268785,0.1507683296600031,206,11,0.14357119216344372,0.7964738341232944,0.8036947780588105,0.4478514063388157,0.04747670818534988,0.10725013145195916,0.6699753847501829,0.17302588609750158,0
4450,tcp,ftp,S0,10751,45668,0,2,1,5,2,0,4,0,0,12,4,1,7,0,418,456,0.3754093097291984,0.7580063251252405,0.548302796726795,0.00012841009856368046,0.3536140761836013,0.023753617785985726,0.9091275713228788,79,157,0.3860897371400487,0.011441039773917971,0.9710540218852342,0.4301344507551277,0.9963715879683169,0.6972564080827766,0.16399237869574723,0.9205789575961307,0
469,udp,ssh,REJ,46589,40337,0,0,0,9,5,1,8,0,0,10,7,1,1,2,417,298,0.2693053024945081,0.4186700621093211,0.6462376891445059,0.5514332918410091,0.935007031130913,0.328476103029928,0.3541022306872189,115,117,0.9449630852897082,0.3634718198170941,0.6874547418200476,0.24205037349607939,0.47035033714055097,0.6677602378315716,0.049872572948057026,0.40743738036814103,0
4149,udp,pop3,S0,43082,21349,0,3,2,18,1,0,9,0,0,15,7,4,0,2,146,411,0.03269004198383385,0.7456923510350699,0.9891044283358604,0.647466627012569,0.5622201630031765,0.9127736934075493,0.23365772384764283,45,231,0.29282005689725044,0.40137911615540733,0.8151462892046438,0.9666912793141826,0.931194551075323,0.024763842933833824,0.9071283014768434,0.2599264557938046,1
4853,tcp,telnet,SF,13297,39820,0,4,2,4,5,0,1,0,0,1,6,3,1,0,274,149,0.6877858541682427,0.18086510314237458,0.5355904033821102,0.9902120996364584,0.34219968116411015,0.34228775694324043,0.4375977303159476,81,156,0.9324174201359793,0.18259686804388764,0.477357593702194,0.32846486534514785,0.8981460027241043,0.1801426812374709,0.8903406778499535,0.2478927719852252,0
2629,tcp,ftp,S0,36377,9378,0,3,1,4,1,1,2,0,0,1,7,0,2,0,94,69,0.1230203375108817,0.6622306928909149,0.6057319902609906,0.7125004836449772,0.4479127638262297,0.1775828885680063,0.6790730519485858,66,96,0.5075283682669933,0.4131638538588954,0.6111048927528426,0.026403493059031446,0.7490522623765253,0.714718123994639,0.3863705240995061,0.8511908362167522,1
1546,udp,http,SH,44428,37560,0,2,1,8,5,1,1,0,0,0,7,3,5,1,181,487,0.4972599678245514,0.9072683386614946,0.05672064439936253,0.4915743169071187,0.6182576470794134,0.08996167842894309,0.6173635252903595,111,190,0.18208559817583347,0.4294385976592451,0.14134660379941688,0.5114664872227912,0.9937499258884868,0.7761401857722683,0.9070180696933832,0.1136267425192814,1
3702,tcp,telnet,SF,6748,27846,0,2,0,13,3,1,4,0,0,1,3,0,5,1,240,404,0.6976519430209183,0.7932330376197766,0.15188329502176645,0.3586482800110593,0.32771135096511983,0.7460983543043095,0.8541531044224975,64,72,0.9577790899130878,0.3491501345103941,0.650739928260437,0.9907233705751246,0.8966893453629581,0.31724074093804455,0.6514917595924704,0.488107705016416,0
1018,tcp,dns,S1,2937,17686,0,4,1,23,3,1,4,0,0,12,3,1,9,0,359,205,0.08148254946649158,0.6211346711932514,0.749987004056833,0.6269154853776528,0.5570475720881924,0.18181651229588092,0.21207728101936674,4,117,0.631276763525086,0.9893459300245478,0.7497667299460902,0.35326752100654235,0.1586761140297961,0.8884892580481724,0.4966745964461202,0.956832959691512,0
2976,udp,ftp,S0,17401,26049,0,3,2,10,4,0,1,0,0,6,6,0,4,0,74,95,0.02676774171504792,0.19489159556859892,0.4234189799381157,0.34000367987211355,0.8142164090059503,0.8408745934898187,0.06023569292447262,81,17,0.7217582203321761,0.25265722527549883,0.9939828376252596,0.3519195789509746,0.7766983202156958,0.6827453009511525,0.7770180615802705,0.5795604355140503,0
2095,tcp,ssh,S1,29011,32388,0,4,0,26,5,0,6,0,0,6,0,4,7,1,475,168,0.43627573024972843,0.3563846285539243,0.7217755979005134,0.508952348604761,0.6052750546885621,0.22169478360728867,0.5492483039210234,161,53,0.4976123803711452,0.28812074853595393,0.9060926781173179,0.17412080223881543,0.31298641466138444,0.39881301585892825,0.7904628304667233,0.8121183179407172,0
739,tcp,http,S0,10027,47269,0,4,2,20,5,1,6,0,0,15,9,2,2,1,407,431,0.687770091677514,0.93625657837467,0.44794751864168203,0.8622111550635735,0.13347671124954097,0.713116749652219,0.8606205360192966,220,113,0.2866590255228251,0.1333903093551324,0.023584968411968332,0.5173104117775237,0.6662480992569766,0.9587703341534601,0.7689094710846814,0.7128564005229843,0
2995,tcp,smtp,S0,21358,31939,0,0,0,14,1,0,1,0,0,17,8,0,6,1,48,137,0.5358771806635003,0.7528078904415716,0.3546461226967199,0.5487910796344712,0.38179891516671227,0.0560580197976428,0.49569476829071146,244,186,0.3922669082992397,0.19550315038566835,0.8638629048850138,0.19904677067100474,0.9223610084676607,0.16800593549289988,0.9968170274239275,0.5173345643769746,1
3965,tcp,ssh,RSTR,42764,24555,0,4,2,10,2,1,3,0,0,7,0,3,9,2,391,112,0.31374443719350187,0.34011156570141454,0.17657520905045343,0.020092431103333475,0.1361787394907833,0.8003056363558759,0.17863719566301117,32,175,0.7706917405248856,0.7159727281729049,0.07360657878220966,0.14124330568832788,0.9324995267254828,0.5115122628904484,0.22967974299386162,0.42112859287799675,1
1446,icmp,pop3,S0,14560,12464,0,1,2,29,4,1,9,0,0,7,9,0,0,1,143,195,0.3231938597389371,0.2868797233530447,0.9783994352262144,0.07512743367955121,0.13964312190212014,0.12485505473751568,0.7956456596272188,186,193,0.5889927827282198,0.04603824912045407,0.8112187230073172,0.3111698883026096,0.3731883489514104,0.233485441191853,0.23110408434857233,0.7986380616535549,0
3210,tcp,pop3,REJ,33385,21817,0,3,0,12,2,1,4,0,0,18,1,4,7,2,352,7,0.6983497289138426,0.2544962588265587,0.8757003591791015,0.05615855126173264,0.2868169019333222,0.34428166977203456,0.7378482035382826,96,94,0.696977998813523,0.464683729114996,0.7251402485367492,0.09668735350635937,0.8782265582061404,0.19631989477297085,0.9621224298764869,0.7616448944823838,1
4934,tcp,telnet,SH,20019,36327,0,0,2,27,1,0,5,0,0,10,7,3,1,2,28,457,0.820815423380609,0.6646501062931985,0.18823356316558837,0.5175697883079635,0.1389655508425428,0.6290468934474323,0.7641422622207434,186,21,0.4623735292710788,0.9487393877543638,0.953711055382882,0.5944712774513343,0.26683045831852037,0.14490074489960703,0.020776179306859377,0.8261392733023708,1
1397,tcp,pop3,REJ,11890,32032,0,4,1,13,2,0,3,0,0,9,5,2,6,0,19,316,0.616562049152632,0.6480626898440406,0.21693036607437244,0.7623429557875497,0.24314302532142862,0.2725312855405614,0.03975346394262269,24,135,0.09716865080237336,0.7870899895325891,0.4369208249811922,0.5655920662039944,0.7039863196732398,0.34789447639448345,0.856140824836963,0.9680497814918626,1
2565,tcp,telnet,RSTR,25707,20942,0,2,2,14,2,1,9,0,0,0,4,2,7,1,451,471,0.3881949961427369,0.1694294606830059,0.06660366744703272,0.9785447071974572,0.18818676205922036,0.5419047216943023,0.59640541532142,26,119,0.7776024770636263,0.16804450307036833,0.1490163559600982,0.15532487951091067,0.042317480822719244,0.44707356529999087,0.2317215813884187,0.5519662558629924,1
1462,tcp,ftp,S1,31001,29318,0,3,0,17,4,1,3,0,0,18,8,2,1,1,304,461,0.4527099039602275,0.6528296327426739,0.03274044413952337,0.658488110424977,0.4452305437640315,0.2663487969920636,0.24382569692235245,225,46,0.6551586816590144,0.34725316104238446,0.4915815186565953,0.9480685048067409,0.8641862822541703,0.18763618563784568,0.9642305859973727,0.5117259182990948,1
3129,tcp,smtp,S0,10573,31049,0,3,0,9,3,0,7,0,0,7,1,1,4,0,406,420,0.7065854017984601,0.30556350038114766,0.590160839934067,0.5053929241957856,0.8225486431883143,0.43904216227766657,0.8207258419096054,94,226,0.5716847159046219,0.8692622075053004,0.4967759226339067,0.899503036508713,0.1797390584140739,0.6530920514270194,0.6134656573466925,0.9001353211764475,1
2371,tcp,telnet,RSTR,13964,7693,0,0,2,7,0,1,1,0,0,15,3,2,3,0,341,18,0.7845712937751244,0.2138767200596836,0.8949127823117352,0.5157320269635833,0.2930486571310681,0.8355213157362779,0.2571500524906227,20,123,0.9114771474975383,0.38318736342909754,0.11129753644862572,0.8275571250049034,0.00527420859858696,0.15832748953941034,0.46244928730798607,0.8205344833019085,1
2407,udp,ssh,RSTR,30496,49574,0,1,0,17,4,1,7,0,0,3,0,0,5,0,312,70,0.5228977122192715,0.4141860866702268,0.3147838700329556,0.1571076669821435,0.7608769146608677,0.4776510033528244,0.16688984048201838,155,233,0.6377520472822413,0.8533354982069883,0.6353278677677473,0.9878198857680888,0.08432917084554736,0.40897332028474764,0.5661941002043119,0.3043346844852062,1
2654,tcp,telnet,RSTR,28244,28417,0,3,2,7,4,1,5,0,0,0,1,1,2,2,28,65,0.1869094507152711,0.37538419236855036,0.8604378278294672,0.7948503895933011,0.10539805136421743,0.4517918085310699,0.7854686899325798,217,2,0.8511182204400273,0.1681809643297686,0.5320301522503535,0.16822877277084503,0.24617401791180338,0.7671251729794811,0.2455549925800916,0.8448008981071977,1
4224,tcp,smtp,SH,31902,26476,0,1,1,13,4,1,7,0,0,5,8,1,3,1,230,42,0.19996380883529075,0.48672331238089217,0.309161579558733,0.9867649003743968,0.2676555157471405,0.6846034571264354,0.8158699246725228,239,228,0.29080446183654085,0.9353608178572991,0.4738264426160439,0.42807277758102535,0.11080462947129943,0.3130453538184663,0.20298412051969572,0.42711719637614687,1
4371,udp,http,SF,1206,41661,0,0,1,2,1,1,2,0,0,1,8,4,0,0,210,99,0.9776850138258673,0.9622033416004301,0.8839111214033868,0.34768211995373,0.033043259344976095,0.5891267931866692,0.842794887072633,65,211,0.34952000498467506,0.0037462451303692523,0.7415212587937626,0.4867389142028288,0.9271985332486241,0.8879724495100877,0.025954308609723142,0.25738395168729067,0
985,tcp,pop3,REJ,24043,19187,0,3,0,28,3,1,8,0,0,17,7,2,3,1,199,484,0.7865658086577357,0.16449073806574643,0.07680955913960164,0.5198111474523097,0.4565912832710236,0.4379514267326057,0.009261338839785416,227,48,0.4208451000123,0.5774801310941856,0.840082725354436,0.061101990667357775,0.7885613269041316,0.6996169361400942,0.19908247636562493,0.34260948198365004,1
2627,tcp,pop3,SH,20304,40763,0,0,2,9,0,0,3,0,0,0,7,3,8,0,2,193,0.4097372381102381,0.056992736749866824,0.8364261100175139,0.540989407508203,0.6695835389746625,0.9774335926657692,0.4329332339027959,226,158,0.8451643614443278,0.031357728911936444,0.5648441591382143,0.016696658933751718,0.45101655135214025,0.3986701037653223,0.6989460321678989,0.48981109855380744,0
4006,tcp,smtp,SF,22094,42596,0,0,2,7,4,1,6,0,0,7,7,0,1,1,155,289,0.8418436096431903,0.0442105189685601,0.6120488795272182,0.6203643818753276,0.3747139541326714,0.20296600976311374,0.03451734212832047,114,181,0.4062534195508476,0.9093865553186241,0.11915757605332677,0.6189023761011022,0.20561579710520206,0.3763472576763698,0.37936376052065135,0.10960511693738229,1
1613,udp,dns,S1,4189,4845,0,1,2,25,2,0,9,0,0,13,9,1,3,2,231,279,0.8512107805701411,0.8672581568033698,0.9215499236548095,0.5400662965164899,0.1020450394587219,0.342346820315511,0.3277486117881441,119,183,0.339760610703975,0.38486651712398157,0.041283606132958006,0.09894094143707088,0.733133972277869,0.13193501624324788,0.2030777106823941,0.6498150516623299,1
1910,tcp,ssh,SH,9236,49789,0,3,0,15,1,1,5,0,0,14,8,1,9,0,362,377,0.14692310744507642,0.7395137096712617,0.6539409330078991,0.5082872735488316,0.5238432398251074,0.02955728377615441,0.8949572895000707,57,126,0.8918524394032132,0.8132025005141523,0.20635765687908936,0.7112456366498069,0.5258595931418217,0.5973142544891664,0.8498604302870046,0.36434084037336056,1
92,udp,http,S0,37285,7164,0,1,1,27,2,0,5,0,0,12,0,2,5,1,358,356,0.46255535618038146,0.6444730810322179,0.1711315400680069,0.5570753052387194,0.7748737842346208,0.024592345418637973,0.45933714887481725,143,242,0.8690565810048195,0.1815167101361328,0.6735917767933335,0.06894125817079122,0.7453779414342976,0.7001700046778023,0.47664355995632846,0.1638995007764813,1
4192,tcp,smtp,SF,48776,1355,0,3,2,0,0,1,7,0,0,10,2,3,5,2,177,393,0.8520068570634535,0.7884422091349945,0.34612938681779304,0.8628971815642327,0.8472515858308476,0.8759210414162467,0.16724897464900168,124,117,0.5899488537645701,0.6889630694699912,0.5018216093060869,0.6512595500498692,0.8452597817392595,0.8847298955726188,0.6507675201853713,0.9246552765738338,1
2561,icmp,telnet,REJ,13909,46602,0,1,0,17,4,0,0,0,0,18,4,0,2,1,223,27,0.2797536458994775,0.17562527348759227,0.13153137568067552,0.2978306210884356,0.9634254469686891,0.08422348784359635,0.812983603204008,24,48,0.4839381917413539,0.08650153177941833,0.9643146218219218,0.3380154552191128,0.5176160665441485,0.6350170159860793,0.06916115815253887,0.9825064733522844,1
2757,tcp,ftp,S1,46786,28840,0,2,1,2,0,1,8,0,0,13,9,1,8,2,208,195,0.11020433418600228,0.659086874179625,0.04454866164843885,0.13684462763070016,0.3778551327266544,0.6736299522482104,0.9777963825755179,13,38,0.05365353704501308,0.6171477480286963,0.6647616989274449,0.8726367855242841,0.39831936341992746,0.9679710001054518,0.2216005647111129,0.896431584736283,1
3491,tcp,pop3,S0,27059,39945,0,0,2,2,2,1,9,0,0,16,8,1,1,0,466,88,0.06491866174737293,0.19563256637485993,0.3051738014541895,0.31998169794259423,0.32586472330307314,0.11382181349574239,0.8815741307044493,148,22,0.48296162775661533,0.1818358022609885,0.39491103877612665,0.7423705350875633,0.7696656946348495,0.35706597597855694,0.9581132178466658,0.2588317197388609,1
964,tcp,http,REJ,36356,11394,0,4,2,5,1,1,8,0,0,3,5,0,3,2,108,196,0.8731890416296709,0.4207248448482471,0.7633755783841146,0.6150130490441549,0.8553258820678277,0.00024858608609390487,0.3994147372063874,141,46,0.46557901771946253,0.19097286804556113,0.0006309641533953636,0.551050328319198,0.7828238161564955,0.7371771516554663,0.3550679213725273,0.3202458411779041,1
4255,tcp,dns,SH,2756,23525,0,3,2,26,5,1,5,0,0,17,1,3,3,2,471,69,0.11057890670849413,0.5700092264260938,0.045282255908327906,0.3006509624121547,0.5865544644762829,0.8698971462897348,0.7315908111837162,177,246,0.3482226960330189,0.34359194769897305,0.18240109693602846,0.6648291431666791,0.11692962448921429,0.3761826632997942,0.7220244658474154,0.3790194353696704,0
1972,tcp,ssh,S0,1634,31997,0,2,0,6,5,1,8,0,0,3,1,2,8,0,278,241,0.8377908727917623,0.04411933373431365,0.34727185043484676,0.8222844455713042,0.882187754973169,0.614753553516312,0.051213222288877924,161,216,0.6527450363104287,0.026413034795185197,0.8489664441582708,0.9681139066461752,0.08305706353319608,0.21371331974770813,0.22276646858816573,0.047128989689165124,0
4296,udp,ftp,S0,9632,18179,0,2,1,23,2,1,1,0,0,18,2,2,9,2,414,27,0.9600199705896377,0.8841207408923523,0.08082434675463235,0.9341443206902593,0.19360290703185168,0.07976277067448745,0.4799713703378923,51,54,0.9383213922841479,0.8665680640006121,0.25467359303743287,0.6838985956929559,0.3275371931979161,0.8787855690248662,0.22960885657272523,0.752592235901924,1
631,tcp,telnet,SH,23568,30494,0,4,1,13,4,1,5,0,0,18,5,4,1,0,172,285,0.06028239812991032,0.0914948619116489,0.6948048662711195,0.8853501910181286,0.3120389879953317,0.5393633918120332,0.8757063052343532,165,211,0.18592716751219185,0.3171586826734105,0.0958118756642875,0.08532783203960037,0.10258964228195777,0.37614068919830235,0.294297846529608,0.2003673207759078,1
1143,tcp,ftp,SH,32274,46715,0,3,2,24,5,1,7,0,0,7,9,4,1,2,157,470,0.9289457834442475,0.09892195019382877,0.5060502427139333,0.7542304296720408,0.49464765876545436,0.3783108956509711,0.976943098145892,58,6,0.5447347127588719,0.10721896270750964,0.0711052533813945,0.48264672454265833,0.05078590199052646,0.27088873002784364,0.9425928233119919,0.11341646800201877,0
1819,tcp,pop3,SH,15584,35040,0,2,1,8,5,1,2,0,0,14,2,3,7,2,183,54,0.9475248448612122,0.9712467071241668,0.9503773476385191,0.8654265838199806,0.31385636232854086,0.11483347348298822,0.912857747085722,31,138,0.26984715010557125,0.8870047020002979,0.7138332164580277,0.5341940200144766,0.8831913626802099,0.40561534521088527,0.07606860052974196,0.6645031459125155,0
4100,udp,pop3,S0,48319,14867,0,3,2,29,3,0,4,0,0,3,0,1,1,1,491,16,0.20475920280443471,0.10522238295274455,0.5463978145017602,0.2867867596692957,0.6276040863403537,0.10677756178859166,0.09931078393386383,196,151,0.29582827060984473,0.34848544763491107,0.06982427439187777,0.12314270789828152,0.49831601980336293,0.8250769419310471,0.3108966318572661,0.8628253792989823,1
4915,tcp,telnet,RSTR,30361,9305,0,3,1,19,2,1,0,1,0,15,4,3,2,1,46,253,0.6468603885226266,0.9951468193937042,0.6056743541486558,0.680634709379196,0.1492615142163154,0.06249551755355198,0.2283125856751903,202,95,0.6456647841155654,0.2997583425108603,0.4886919720073628,0.0019771869083238247,0.8937352784478758,0.6466364781561749,0.46352011533854054,0.2023304305771123,1
